account_id,county,gross_acres,exclusion_reason
1107202024,Frederick,40.75,mprp_tier_1_intersects_studied_route
1107202237,Frederick,234.88,mprp_tier_1_intersects_studied_route
1107202717,Frederick,56.59,largest_reachable_block_below_acreage_min_even_with_crossings
1107203098,Frederick,78.07,largest_reachable_block_below_acreage_min_even_with_crossings
1107206410,Frederick,45.87,mprp_tier_1_intersects_studied_route
1107206879,Frederick,158.0,largest_reachable_block_below_acreage_min_even_with_crossings
1107207131,Frederick,331.78,owner_type_government
1106190944,Frederick,44.48,largest_reachable_block_below_acreage_min_even_with_crossings
1107188579,Frederick,65.54,largest_reachable_block_below_acreage_min_even_with_crossings
1107189117,Frederick,299.24,mprp_tier_1_intersects_studied_route
1107189419,Frederick,94.33,mprp_tier_1_intersects_studied_route
1107189451,Frederick,87.85,largest_reachable_block_below_acreage_min_even_with_crossings
1107189826,Frederick,49.02,largest_reachable_block_below_acreage_min_even_with_crossings
1107192347,Frederick,40.05,largest_reachable_block_below_acreage_min_even_with_crossings
1107193289,Frederick,214.76,owner_type_government
1107193599,Frederick,111.94,largest_reachable_block_below_acreage_min_even_with_crossings
1107207697,Frederick,57.06,largest_reachable_block_below_acreage_min_even_with_crossings
1107208154,Frederick,83.5,largest_reachable_block_below_acreage_min_even_with_crossings
1107208162,Frederick,690.12,owner_type_government
1107208545,Frederick,597.8,largest_reachable_block_below_acreage_min_even_with_crossings
1107209126,Frederick,113.12,largest_reachable_block_below_acreage_min_even_with_crossings
1107209398,Frederick,61.41,largest_reachable_block_below_acreage_min_even_with_crossings
1107209940,Frederick,132.64,largest_reachable_block_below_acreage_min_even_with_crossings
1107210477,Frederick,64.49,largest_reachable_block_below_acreage_min_even_with_crossings
1107210655,Frederick,149.22,mprp_tier_1_intersects_studied_route
1107213840,Frederick,59.55,largest_reachable_block_below_acreage_min_even_with_crossings
1107213859,Frederick,72.2,largest_reachable_block_below_acreage_min_even_with_crossings
1107214138,Frederick,57.48,largest_reachable_block_below_acreage_min_even_with_crossings
1107194706,Frederick,54.05,largest_reachable_block_below_acreage_min_even_with_crossings
1107195990,Frederick,60.46,largest_reachable_block_below_acreage_min_even_with_crossings
1107196113,Frederick,161.49,mprp_tier_1_intersects_studied_route
1107197594,Frederick,118.14,mprp_tier_1_intersects_studied_route
1107198124,Frederick,48.51,largest_reachable_block_below_acreage_min_even_with_crossings
1107198906,Frederick,287.38,owner_type_government
1107199198,Frederick,56.4,largest_reachable_block_below_acreage_min_even_with_crossings
1107200218,Frederick,115.45,largest_reachable_block_below_acreage_min_even_with_crossings
1107200234,Frederick,61.08,largest_reachable_block_below_acreage_min_even_with_crossings
1107200986,Frederick,107.99,largest_reachable_block_below_acreage_min_even_with_crossings
1107201109,Frederick,49.66,largest_reachable_block_below_acreage_min_even_with_crossings
1107201281,Frederick,44.62,largest_reachable_block_below_acreage_min_even_with_crossings
1107201303,Frederick,159.32,largest_reachable_block_below_acreage_min_even_with_crossings
1107201974,Frederick,151.33,mprp_tier_1_intersects_studied_route
1107203217,Frederick,80.48,largest_reachable_block_below_acreage_min_even_with_crossings
1107214707,Frederick,75.14,largest_reachable_block_below_acreage_min_even_with_crossings
1107214723,Frederick,40.85,largest_reachable_block_below_acreage_min_even_with_crossings
1107214790,Frederick,51.0,largest_reachable_block_below_acreage_min_even_with_crossings
1107216335,Frederick,41.82,largest_reachable_block_below_acreage_min_even_with_crossings
1107216939,Frederick,53.48,largest_reachable_block_below_acreage_min_even_with_crossings
1107218966,Frederick,78.17,largest_reachable_block_below_acreage_min_even_with_crossings
1108212953,Frederick,47.71,largest_reachable_block_below_acreage_min_even_with_crossings
1108212961,Frederick,48.71,largest_reachable_block_below_acreage_min_even_with_crossings
1108213836,Frederick,133.79,mprp_tier_1_intersects_studied_route
1108214026,Frederick,53.57,largest_reachable_block_below_acreage_min_even_with_crossings
1108214107,Frederick,41.66,largest_reachable_block_below_acreage_min_even_with_crossings
1108214190,Frederick,81.36,largest_reachable_block_below_acreage_min_even_with_crossings
1108214549,Frederick,61.72,largest_reachable_block_below_acreage_min_even_with_crossings
1108215189,Frederick,124.62,mprp_tier_1_intersects_studied_route
1108215278,Frederick,143.5,largest_reachable_block_below_acreage_min_even_with_crossings
1108215715,Frederick,136.35,largest_reachable_block_below_acreage_min_even_with_crossings
1108216401,Frederick,137.64,largest_reachable_block_below_acreage_min_even_with_crossings
1108216975,Frederick,49.65,largest_reachable_block_below_acreage_min_even_with_crossings
1108217106,Frederick,79.87,largest_reachable_block_below_acreage_min_even_with_crossings
1108217181,Frederick,126.28,mprp_tier_1_intersects_studied_route
1108217548,Frederick,50.67,largest_reachable_block_below_acreage_min_even_with_crossings
1108217718,Frederick,88.32,largest_reachable_block_below_acreage_min_even_with_crossings
1108217726,Frederick,58.0,largest_reachable_block_below_acreage_min_even_with_crossings
1107206437,Frederick,59.68,mprp_tier_1_intersects_studied_route
1107206445,Frederick,57.42,mprp_tier_1_intersects_studied_route
1107206933,Frederick,118.94,largest_reachable_block_below_acreage_min_even_with_crossings
1107208138,Frederick,251.71,owner_type_government
1107208529,Frederick,54.25,largest_reachable_block_below_acreage_min_even_with_crossings
1107208790,Frederick,72.96,largest_reachable_block_below_acreage_min_even_with_crossings
1107209088,Frederick,252.47,mprp_tier_1_intersects_studied_route
1107210205,Frederick,49.01,largest_reachable_block_below_acreage_min_even_with_crossings
1107210418,Frederick,166.76,mprp_tier_1_intersects_studied_route
1107210590,Frederick,186.86,mprp_tier_1_intersects_studied_route
1107210698,Frederick,125.42,mprp_tier_1_intersects_studied_route
1108219575,Frederick,43.21,largest_reachable_block_below_acreage_min_even_with_crossings
1108221219,Frederick,64.16,largest_reachable_block_below_acreage_min_even_with_crossings
1108221626,Frederick,101.93,owner_type_government
1108222851,Frederick,72.61,mprp_tier_1_intersects_studied_route
1109221840,Frederick,84.69,mprp_tier_1_intersects_studied_route
1109223592,Frederick,279.75,owner_type_government
1107212712,Frederick,75.3,largest_reachable_block_below_acreage_min_even_with_crossings
1107212895,Frederick,152.94,mprp_tier_1_intersects_studied_route
1107212992,Frederick,62.41,largest_reachable_block_below_acreage_min_even_with_crossings
1107213018,Frederick,108.3,mprp_tier_1_intersects_studied_route
1107213549,Frederick,64.42,mprp_tier_1_intersects_studied_route
1107213557,Frederick,56.95,mprp_tier_1_intersects_studied_route
1107213875,Frederick,40.16,largest_reachable_block_below_acreage_min_even_with_crossings
1107213883,Frederick,40.29,largest_reachable_block_below_acreage_min_even_with_crossings
1107213964,Frederick,78.8,largest_reachable_block_below_acreage_min_even_with_crossings
1107214693,Frederick,87.63,largest_reachable_block_below_acreage_min_even_with_crossings
1107214952,Frederick,50.04,mprp_tier_1_intersects_studied_route
1108213038,Frederick,87.62,largest_reachable_block_below_acreage_min_even_with_crossings
1108213763,Frederick,241.19,owner_type_government
1108214212,Frederick,40.64,largest_reachable_block_below_acreage_min_even_with_crossings
1108214972,Frederick,108.74,largest_reachable_block_below_acreage_min_even_with_crossings
1109225099,Frederick,45.27,largest_reachable_block_below_acreage_min_even_with_crossings
1109225366,Frederick,98.56,largest_reachable_block_below_acreage_min_even_with_crossings
1109225684,Frederick,68.87,largest_reachable_block_below_acreage_min_even_with_crossings
1109228071,Frederick,95.1,largest_reachable_block_below_acreage_min_even_with_crossings
1108215073,Frederick,166.47,largest_reachable_block_below_acreage_min_even_with_crossings
1108215162,Frederick,249.51,mprp_tier_1_intersects_studied_route
1108215170,Frederick,186.91,mprp_tier_1_intersects_studied_route
1108216363,Frederick,123.53,largest_reachable_block_below_acreage_min_even_with_crossings
1108216452,Frederick,71.4,largest_reachable_block_below_acreage_min_even_with_crossings
1108217513,Frederick,92.8,mprp_tier_1_intersects_studied_route
1108219664,Frederick,53.37,largest_reachable_block_below_acreage_min_even_with_crossings
1108220689,Frederick,64.02,mprp_tier_1_intersects_studied_route
1108220697,Frederick,173.87,mprp_tier_1_intersects_studied_route
1108220700,Frederick,180.73,mprp_tier_1_intersects_studied_route
1108220778,Frederick,63.82,largest_reachable_block_below_acreage_min_even_with_crossings
1108221154,Frederick,41.68,largest_reachable_block_below_acreage_min_even_with_crossings
1108221162,Frederick,49.95,largest_reachable_block_below_acreage_min_even_with_crossings
1108221243,Frederick,48.32,largest_reachable_block_below_acreage_min_even_with_crossings
1109234624,Frederick,40.42,largest_reachable_block_below_acreage_min_even_with_crossings
1109235949,Frederick,227.69,mprp_tier_1_intersects_studied_route
1109221743,Frederick,135.83,largest_reachable_block_below_acreage_min_even_with_crossings
1109222782,Frederick,44.81,largest_reachable_block_below_acreage_min_even_with_crossings
1109223614,Frederick,199.56,owner_type_government
1109238492,Frederick,62.94,mprp_tier_1_intersects_studied_route
1109238506,Frederick,134.35,mprp_tier_1_intersects_studied_route
1109240012,Frederick,57.31,largest_reachable_block_below_acreage_min_even_with_crossings
1109240098,Frederick,387.76,mprp_tier_1_intersects_studied_route
1109240845,Frederick,67.64,largest_reachable_block_below_acreage_min_even_with_crossings
1109227105,Frederick,71.86,largest_reachable_block_below_acreage_min_even_with_crossings
1109227504,Frederick,42.16,largest_reachable_block_below_acreage_min_even_with_crossings
1109229477,Frederick,57.74,largest_reachable_block_below_acreage_min_even_with_crossings
1109230300,Frederick,186.99,largest_reachable_block_below_acreage_min_even_with_crossings
1109232826,Frederick,46.38,largest_reachable_block_below_acreage_min_even_with_crossings
1109233563,Frederick,134.71,largest_reachable_block_below_acreage_min_even_with_crossings
1109234357,Frederick,72.42,largest_reachable_block_below_acreage_min_even_with_crossings
1109235957,Frederick,187.06,mprp_tier_1_intersects_studied_route
1109237488,Frederick,124.51,mprp_tier_1_intersects_studied_route
1109237895,Frederick,141.83,largest_reachable_block_below_acreage_min_even_with_crossings
1109242252,Frederick,125.02,largest_reachable_block_below_acreage_min_even_with_crossings
1109242546,Frederick,151.51,mprp_tier_1_intersects_studied_route
1109258566,Frederick,72.33,mprp_tier_1_intersects_studied_route
1109263020,Frederick,76.33,largest_reachable_block_below_acreage_min_even_with_crossings
1109265244,Frederick,50.73,largest_reachable_block_below_acreage_min_even_with_crossings
1109246428,Frederick,47.88,largest_reachable_block_below_acreage_min_even_with_crossings
1109246525,Frederick,163.97,largest_reachable_block_below_acreage_min_even_with_crossings
1109253882,Frederick,249.47,largest_reachable_block_below_acreage_min_even_with_crossings
1109253939,Frederick,64.78,largest_reachable_block_below_acreage_min_even_with_crossings
1109255516,Frederick,43.11,largest_reachable_block_below_acreage_min_even_with_crossings
1109260471,Frederick,116.59,largest_reachable_block_below_acreage_min_even_with_crossings
1109260692,Frederick,278.52,mprp_tier_1_intersects_studied_route
1109260870,Frederick,62.59,mprp_tier_1_intersects_studied_route
1109271139,Frederick,87.41,mprp_tier_1_intersects_studied_route
1109268308,Frederick,113.56,mprp_tier_1_intersects_studied_route
1109269533,Frederick,92.81,mprp_tier_1_intersects_studied_route
1109275967,Frederick,116.47,owner_type_government
1109289305,Frederick,55.33,mprp_tier_1_intersects_studied_route
1109291229,Frederick,50.57,largest_reachable_block_below_acreage_min_even_with_crossings
1110264057,Frederick,64.58,largest_reachable_block_below_acreage_min_even_with_crossings
1110264316,Frederick,45.77,largest_reachable_block_below_acreage_min_even_with_crossings
1110264626,Frederick,44.89,largest_reachable_block_below_acreage_min_even_with_crossings
1110264901,Frederick,43.62,largest_reachable_block_below_acreage_min_even_with_crossings
1110265940,Frederick,43.72,largest_reachable_block_below_acreage_min_even_with_crossings
1110266416,Frederick,150.68,largest_reachable_block_below_acreage_min_even_with_crossings
1110266572,Frederick,79.12,largest_reachable_block_below_acreage_min_even_with_crossings
1110266823,Frederick,52.41,largest_reachable_block_below_acreage_min_even_with_crossings
1110266890,Frederick,60.64,largest_reachable_block_below_acreage_min_even_with_crossings
1110268265,Frederick,60.48,largest_reachable_block_below_acreage_min_even_with_crossings
1110268451,Frederick,55.11,largest_reachable_block_below_acreage_min_even_with_crossings
1110268974,Frederick,42.18,largest_reachable_block_below_acreage_min_even_with_crossings
1110268982,Frederick,45.44,largest_reachable_block_below_acreage_min_even_with_crossings
1110269873,Frederick,96.1,largest_reachable_block_below_acreage_min_even_with_crossings
1110270170,Frederick,44.78,largest_reachable_block_below_acreage_min_even_with_crossings
1110270332,Frederick,54.79,largest_reachable_block_below_acreage_min_even_with_crossings
1110271193,Frederick,166.19,largest_reachable_block_below_acreage_min_even_with_crossings
1110271355,Frederick,90.51,largest_reachable_block_below_acreage_min_even_with_crossings
1110271568,Frederick,41.83,largest_reachable_block_below_acreage_min_even_with_crossings
1110271797,Frederick,77.29,largest_reachable_block_below_acreage_min_even_with_crossings
1110271932,Frederick,86.26,largest_reachable_block_below_acreage_min_even_with_crossings
1110271959,Frederick,48.71,largest_reachable_block_below_acreage_min_even_with_crossings
1110272416,Frederick,89.14,largest_reachable_block_below_acreage_min_even_with_crossings
1110272629,Frederick,89.42,largest_reachable_block_below_acreage_min_even_with_crossings
1110272637,Frederick,71.99,largest_reachable_block_below_acreage_min_even_with_crossings
1110273455,Frederick,90.44,largest_reachable_block_below_acreage_min_even_with_crossings
1110274621,Frederick,56.59,largest_reachable_block_below_acreage_min_even_with_crossings
1110274710,Frederick,93.64,largest_reachable_block_below_acreage_min_even_with_crossings
1110275016,Frederick,59.73,largest_reachable_block_below_acreage_min_even_with_crossings
1110275326,Frederick,44.95,largest_reachable_block_below_acreage_min_even_with_crossings
1110275393,Frederick,103.4,largest_reachable_block_below_acreage_min_even_with_crossings
1110277329,Frederick,79.52,largest_reachable_block_below_acreage_min_even_with_crossings
1110277639,Frederick,63.75,largest_reachable_block_below_acreage_min_even_with_crossings
1111277527,Frederick,60.98,largest_reachable_block_below_acreage_min_even_with_crossings
1111277926,Frederick,53.57,largest_reachable_block_below_acreage_min_even_with_crossings
1111278086,Frederick,55.98,largest_reachable_block_below_acreage_min_even_with_crossings
1111279287,Frederick,84.53,largest_reachable_block_below_acreage_min_even_with_crossings
1111279309,Frederick,47.66,largest_reachable_block_below_acreage_min_even_with_crossings
1110264847,Frederick,43.89,largest_reachable_block_below_acreage_min_even_with_crossings
1110264928,Frederick,50.56,largest_reachable_block_below_acreage_min_even_with_crossings
1110265401,Frederick,45.85,largest_reachable_block_below_acreage_min_even_with_crossings
1110265770,Frederick,45.8,largest_reachable_block_below_acreage_min_even_with_crossings
1110265878,Frederick,44.43,largest_reachable_block_below_acreage_min_even_with_crossings
1110265894,Frederick,42.77,largest_reachable_block_below_acreage_min_even_with_crossings
1110266629,Frederick,79.59,largest_reachable_block_below_acreage_min_even_with_crossings
1110266726,Frederick,74.96,largest_reachable_block_below_acreage_min_even_with_crossings
1110266785,Frederick,43.99,largest_reachable_block_below_acreage_min_even_with_crossings
1110267129,Frederick,68.21,largest_reachable_block_below_acreage_min_even_with_crossings
1111279929,Frederick,48.99,largest_reachable_block_below_acreage_min_even_with_crossings
1111280498,Frederick,156.75,largest_reachable_block_below_acreage_min_even_with_crossings
1111282903,Frederick,66.43,largest_reachable_block_below_acreage_min_even_with_crossings
1111283136,Frederick,45.42,largest_reachable_block_below_acreage_min_even_with_crossings
1111283322,Frederick,41.21,largest_reachable_block_below_acreage_min_even_with_crossings
1111285155,Frederick,72.33,largest_reachable_block_below_acreage_min_even_with_crossings
1111286860,Frederick,47.24,largest_reachable_block_below_acreage_min_even_with_crossings
1110267595,Frederick,57.81,largest_reachable_block_below_acreage_min_even_with_crossings
1110268338,Frederick,64.36,largest_reachable_block_below_acreage_min_even_with_crossings
1110268435,Frederick,52.08,largest_reachable_block_below_acreage_min_even_with_crossings
1110268826,Frederick,49.75,largest_reachable_block_below_acreage_min_even_with_crossings
1110268842,Frederick,40.22,largest_reachable_block_below_acreage_min_even_with_crossings
1110269466,Frederick,85.62,largest_reachable_block_below_acreage_min_even_with_crossings
1110269776,Frederick,60.03,largest_reachable_block_below_acreage_min_even_with_crossings
1110270022,Frederick,69.89,largest_reachable_block_below_acreage_min_even_with_crossings
1110270146,Frederick,75.98,largest_reachable_block_below_acreage_min_even_with_crossings
1110270863,Frederick,50.88,largest_reachable_block_below_acreage_min_even_with_crossings
1110271045,Frederick,43.89,largest_reachable_block_below_acreage_min_even_with_crossings
1110271126,Frederick,124.4,largest_reachable_block_below_acreage_min_even_with_crossings
1110271169,Frederick,101.49,largest_reachable_block_below_acreage_min_even_with_crossings
1110271614,Frederick,50.5,largest_reachable_block_below_acreage_min_even_with_crossings
1110272858,Frederick,43.67,largest_reachable_block_below_acreage_min_even_with_crossings
1110273358,Frederick,58.88,largest_reachable_block_below_acreage_min_even_with_crossings
1110273420,Frederick,54.87,largest_reachable_block_below_acreage_min_even_with_crossings
1110274486,Frederick,50.5,largest_reachable_block_below_acreage_min_even_with_crossings
1110274796,Frederick,76.95,largest_reachable_block_below_acreage_min_even_with_crossings
1110275814,Frederick,54.64,largest_reachable_block_below_acreage_min_even_with_crossings
1110277167,Frederick,45.34,largest_reachable_block_below_acreage_min_even_with_crossings
1111278159,Frederick,63.51,largest_reachable_block_below_acreage_min_even_with_crossings
1111279244,Frederick,66.4,largest_reachable_block_below_acreage_min_even_with_crossings
1111287891,Frederick,85.03,largest_reachable_block_below_acreage_min_even_with_crossings
1111289290,Frederick,42.79,largest_reachable_block_below_acreage_min_even_with_crossings
1112286988,Frederick,45.4,largest_reachable_block_below_acreage_min_even_with_crossings
1112288336,Frederick,61.19,largest_reachable_block_below_acreage_min_even_with_crossings
1112288824,Frederick,182.85,largest_reachable_block_below_acreage_min_even_with_crossings
1112289170,Frederick,214.02,owner_type_government
1112289251,Frederick,40.45,largest_reachable_block_below_acreage_min_even_with_crossings
1112289367,Frederick,46.53,largest_reachable_block_below_acreage_min_even_with_crossings
1112290829,Frederick,68.08,largest_reachable_block_below_acreage_min_even_with_crossings
1112293321,Frederick,42.44,largest_reachable_block_below_acreage_min_even_with_crossings
1112293690,Frederick,253.82,largest_reachable_block_below_acreage_min_even_with_crossings
1112293712,Frederick,121.88,largest_reachable_block_below_acreage_min_even_with_crossings
1112294689,Frederick,69.08,largest_reachable_block_below_acreage_min_even_with_crossings
1111279511,Frederick,105.06,largest_reachable_block_below_acreage_min_even_with_crossings
1111283047,Frederick,43.94,largest_reachable_block_below_acreage_min_even_with_crossings
1113296758,Frederick,50.77,largest_reachable_block_below_acreage_min_even_with_crossings
1113296847,Frederick,83.17,largest_reachable_block_below_acreage_min_even_with_crossings
1113297525,Frederick,42.26,largest_reachable_block_below_acreage_min_even_with_crossings
1113298335,Frederick,57.16,largest_reachable_block_below_acreage_min_even_with_crossings
1111285139,Frederick,60.84,largest_reachable_block_below_acreage_min_even_with_crossings
1111285953,Frederick,111.22,largest_reachable_block_below_acreage_min_even_with_crossings
1111286615,Frederick,81.49,largest_reachable_block_below_acreage_min_even_with_crossings
1111287328,Frederick,41.75,largest_reachable_block_below_acreage_min_even_with_crossings
1113300097,Frederick,78.34,largest_reachable_block_below_acreage_min_even_with_crossings
1113300526,Frederick,119.78,largest_reachable_block_below_acreage_min_even_with_crossings
1113301107,Frederick,60.52,largest_reachable_block_below_acreage_min_even_with_crossings
1113303541,Frederick,78.84,largest_reachable_block_below_acreage_min_even_with_crossings
1113304114,Frederick,54.9,largest_reachable_block_below_acreage_min_even_with_crossings
1113304203,Frederick,51.01,largest_reachable_block_below_acreage_min_even_with_crossings
1113306303,Frederick,45.02,largest_reachable_block_below_acreage_min_even_with_crossings
1114306080,Frederick,115.25,largest_reachable_block_below_acreage_min_even_with_crossings
1114307338,Frederick,80.94,largest_reachable_block_below_acreage_min_even_with_crossings
1114307613,Frederick,42.59,largest_reachable_block_below_acreage_min_even_with_crossings
1114307990,Frederick,64.62,largest_reachable_block_below_acreage_min_even_with_crossings
1112287623,Frederick,126.12,largest_reachable_block_below_acreage_min_even_with_crossings
1112288484,Frederick,68.05,largest_reachable_block_below_acreage_min_even_with_crossings
1112288794,Frederick,223.61,largest_reachable_block_below_acreage_min_even_with_crossings
1112289219,Frederick,51.58,largest_reachable_block_below_acreage_min_even_with_crossings
1112289324,Frederick,126.62,largest_reachable_block_below_acreage_min_even_with_crossings
1112289820,Frederick,50.23,largest_reachable_block_below_acreage_min_even_with_crossings
1113295972,Frederick,50.38,largest_reachable_block_below_acreage_min_even_with_crossings
1113296073,Frederick,55.51,largest_reachable_block_below_acreage_min_even_with_crossings
1113296162,Frederick,76.62,largest_reachable_block_below_acreage_min_even_with_crossings
1113296235,Frederick,47.03,largest_reachable_block_below_acreage_min_even_with_crossings
1113297002,Frederick,81.03,largest_reachable_block_below_acreage_min_even_with_crossings
1113297053,Frederick,145.34,largest_reachable_block_below_acreage_min_even_with_crossings
1113297460,Frederick,158.07,largest_reachable_block_below_acreage_min_even_with_crossings
1113297835,Frederick,154.19,largest_reachable_block_below_acreage_min_even_with_crossings
1113297843,Frederick,91.85,largest_reachable_block_below_acreage_min_even_with_crossings
1113300917,Frederick,95.57,largest_reachable_block_below_acreage_min_even_with_crossings
1113301328,Frederick,41.49,largest_reachable_block_below_acreage_min_even_with_crossings
1113301425,Frederick,120.99,largest_reachable_block_below_acreage_min_even_with_crossings
1113301697,Frederick,44.88,largest_reachable_block_below_acreage_min_even_with_crossings
1113302928,Frederick,55.37,largest_reachable_block_below_acreage_min_even_with_crossings
1114309144,Frederick,50.96,largest_reachable_block_below_acreage_min_even_with_crossings
1114310061,Frederick,60.5,largest_reachable_block_below_acreage_min_even_with_crossings
1114310169,Frederick,76.88,largest_reachable_block_below_acreage_min_even_with_crossings
1114310576,Frederick,69.75,largest_reachable_block_below_acreage_min_even_with_crossings
1113303991,Frederick,45.26,largest_reachable_block_below_acreage_min_even_with_crossings
1113306605,Frederick,84.16,largest_reachable_block_below_acreage_min_even_with_crossings
1114313494,Frederick,48.73,largest_reachable_block_below_acreage_min_even_with_crossings
1114313702,Frederick,59.49,largest_reachable_block_below_acreage_min_even_with_crossings
1114314474,Frederick,42.68,largest_reachable_block_below_acreage_min_even_with_crossings
1114315683,Frederick,98.72,largest_reachable_block_below_acreage_min_even_with_crossings
1114315896,Frederick,140.6,largest_reachable_block_below_acreage_min_even_with_crossings
1114316272,Frederick,52.94,largest_reachable_block_below_acreage_min_even_with_crossings
1114316817,Frederick,84.19,largest_reachable_block_below_acreage_min_even_with_crossings
1114317023,Frederick,126.91,largest_reachable_block_below_acreage_min_even_with_crossings
1114310509,Frederick,287.51,largest_reachable_block_below_acreage_min_even_with_crossings
1114312196,Frederick,219.12,largest_reachable_block_below_acreage_min_even_with_crossings
1114312390,Frederick,52.11,largest_reachable_block_below_acreage_min_even_with_crossings
1114313109,Frederick,48.39,largest_reachable_block_below_acreage_min_even_with_crossings
1114313265,Frederick,60.49,largest_reachable_block_below_acreage_min_even_with_crossings
1114313370,Frederick,57.0,largest_reachable_block_below_acreage_min_even_with_crossings
1114314024,Frederick,158.46,largest_reachable_block_below_acreage_min_even_with_crossings
1114314601,Frederick,69.53,largest_reachable_block_below_acreage_min_even_with_crossings
1114315047,Frederick,52.44,largest_reachable_block_below_acreage_min_even_with_crossings
1114325298,Frederick,46.72,largest_reachable_block_below_acreage_min_even_with_crossings
1114315454,Frederick,102.17,largest_reachable_block_below_acreage_min_even_with_crossings
1114316728,Frederick,89.65,largest_reachable_block_below_acreage_min_even_with_crossings
1115318511,Frederick,122.7,largest_reachable_block_below_acreage_min_even_with_crossings
1115320796,Frederick,61.69,largest_reachable_block_below_acreage_min_even_with_crossings
1115321687,Frederick,80.74,largest_reachable_block_below_acreage_min_even_with_crossings
1115322063,Frederick,42.22,largest_reachable_block_below_acreage_min_even_with_crossings
1115325453,Frederick,46.25,largest_reachable_block_below_acreage_min_even_with_crossings
1114319654,Frederick,53.52,largest_reachable_block_below_acreage_min_even_with_crossings
1114321187,Frederick,42.36,largest_reachable_block_below_acreage_min_even_with_crossings
1115331224,Frederick,663.47,owner_type_government
1115331399,Frederick,52.16,largest_reachable_block_below_acreage_min_even_with_crossings
1115334800,Frederick,48.94,largest_reachable_block_below_acreage_min_even_with_crossings
1115318287,Frederick,50.29,largest_reachable_block_below_acreage_min_even_with_crossings
1115318457,Frederick,94.81,largest_reachable_block_below_acreage_min_even_with_crossings
1115320486,Frederick,47.49,largest_reachable_block_below_acreage_min_even_with_crossings
1115320664,Frederick,40.35,largest_reachable_block_below_acreage_min_even_with_crossings
1115321598,Frederick,43.53,largest_reachable_block_below_acreage_min_even_with_crossings
1115321725,Frederick,426.62,owner_type_government
1115322217,Frederick,64.37,largest_reachable_block_below_acreage_min_even_with_crossings
1115322225,Frederick,109.61,largest_reachable_block_below_acreage_min_even_with_crossings
1115322853,Frederick,125.96,largest_reachable_block_below_acreage_min_even_with_crossings
1115327529,Frederick,116.46,largest_reachable_block_below_acreage_min_even_with_crossings
1115328118,Frederick,69.79,largest_reachable_block_below_acreage_min_even_with_crossings
1115336501,Frederick,169.46,largest_reachable_block_below_acreage_min_even_with_crossings
1115337648,Frederick,41.38,largest_reachable_block_below_acreage_min_even_with_crossings
1115338768,Frederick,45.64,largest_reachable_block_below_acreage_min_even_with_crossings
1115339543,Frederick,58.72,largest_reachable_block_below_acreage_min_even_with_crossings
1115339845,Frederick,70.61,largest_reachable_block_below_acreage_min_even_with_crossings
1115339853,Frederick,113.5,largest_reachable_block_below_acreage_min_even_with_crossings
1115331992,Frederick,100.4,largest_reachable_block_below_acreage_min_even_with_crossings
1115332751,Frederick,168.71,largest_reachable_block_below_acreage_min_even_with_crossings
1115334029,Frederick,49.73,largest_reachable_block_below_acreage_min_even_with_crossings
1115343184,Frederick,225.73,largest_reachable_block_below_acreage_min_even_with_crossings
1115336439,Frederick,46.61,largest_reachable_block_below_acreage_min_even_with_crossings
1115339608,Frederick,40.22,largest_reachable_block_below_acreage_min_even_with_crossings
1115339977,Frederick,53.27,largest_reachable_block_below_acreage_min_even_with_crossings
1115341556,Frederick,69.7,largest_reachable_block_below_acreage_min_even_with_crossings
1115348178,Frederick,46.95,largest_reachable_block_below_acreage_min_even_with_crossings
1115348267,Frederick,53.43,largest_reachable_block_below_acreage_min_even_with_crossings
1115345047,Frederick,40.26,largest_reachable_block_below_acreage_min_even_with_crossings
1115345829,Frederick,75.39,largest_reachable_block_below_acreage_min_even_with_crossings
1115347678,Frederick,56.06,largest_reachable_block_below_acreage_min_even_with_crossings
1115348151,Frederick,54.28,largest_reachable_block_below_acreage_min_even_with_crossings
1115348240,Frederick,47.73,largest_reachable_block_below_acreage_min_even_with_crossings
1116345024,Frederick,55.94,largest_reachable_block_below_acreage_min_even_with_crossings
1116345393,Frederick,61.73,largest_reachable_block_below_acreage_min_even_with_crossings
1116346209,Frederick,48.36,largest_reachable_block_below_acreage_min_even_with_crossings
1116345474,Frederick,86.87,largest_reachable_block_below_acreage_min_even_with_crossings
1116345571,Frederick,83.31,largest_reachable_block_below_acreage_min_even_with_crossings
1116346179,Frederick,84.57,largest_reachable_block_below_acreage_min_even_with_crossings
1116346535,Frederick,63.41,largest_reachable_block_below_acreage_min_even_with_crossings
1116347515,Frederick,40.63,largest_reachable_block_below_acreage_min_even_with_crossings
1116348627,Frederick,42.12,largest_reachable_block_below_acreage_min_even_with_crossings
1116348880,Frederick,44.72,largest_reachable_block_below_acreage_min_even_with_crossings
1116349194,Frederick,41.85,largest_reachable_block_below_acreage_min_even_with_crossings
1116350044,Frederick,171.66,largest_reachable_block_below_acreage_min_even_with_crossings
1116350176,Frederick,53.51,largest_reachable_block_below_acreage_min_even_with_crossings
1116350710,Frederick,72.33,largest_reachable_block_below_acreage_min_even_with_crossings
1116352438,Frederick,46.31,largest_reachable_block_below_acreage_min_even_with_crossings
1116352543,Frederick,101.24,largest_reachable_block_below_acreage_min_even_with_crossings
1116352551,Frederick,53.77,largest_reachable_block_below_acreage_min_even_with_crossings
